product_description,product_image,product_price,product_title
" High-performance wireless Bluetooth headphones  
 Features the Apple W1 chip and Class 1 wireless Bluetooth connectivity  
 With up to 40 hours of battery life, Beats Solo3 wireless is your perfect everyday headphone  
 Compatible with iOS and Android devices  
 With Fast Fuel, 5 minutes of charging gives you 3 hours of playback when battery is low  
 Adjustable fit with comfort-cushioned ear cups made for everyday use  
 Sleek, streamlined design that’s durable and foldable to go everywhere you do  ",https://m.media-amazon.com/images/I/416gcN9z1TL._SY300_SX300_.jpg,"₹19,900","Beats Solo3 Wireless On-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 40 Hours of Listening Time, Built-in Microphone - Rose Gold"
" Gigantic 60 + Hours of music playtime on a single charge; BT5.2 Wireless headphones with ENC (Environmental Noise Cancellation) Technology to enhance your voice quality over the voice calls  
 10mm Dynamic Speakers produce Powerful Stereo Sound & Punchy Bass; Enjoy Low Latency Mobile Gaming; Type-C Port helps in Fast Charge; Built-in High-Performance Mic for Enhanced Call Quality  
 Strong & Stable 10mtrs Wireless Connectivity; Ergonomic, Lightweight & Flexible neckband; In-Ear Snug-Fit; Passive Noise Cancellation Design; Magnetic Earbuds; IPX4; Easy Access to Voice Assistant  
 Skin-friendly Material; In-Line Remote Control to Manage Music & Phone Calls Seamlessly; Large 300mAh Rechargeable Battery; Mini Type-C Charging Cable & Extra Eartips Included; DC5V/1A Charging Input  
 Durable wireless neckband with a 1-year manufacturer warranty from the date of purchase on manufacturing defects only  
 Caution: Using incompatible USB cable or high voltage chargers can damage the product & void the product warranty. We strongly recommend using DC5V-1A chargers & the USB cable included in the package.  ",https://m.media-amazon.com/images/I/31e7-uY8lFL._SY300_SX300_.jpg,₹799,"PTron Tangent Sports, 60Hrs Playtime, ENC BT5.2 Headphones, AptSense 40ms Low Latency Gaming, Deep Bass, Dual Pairing, in-Ear Wireless Earphones, HD Mic, Type-C Fast Charging & Voice Assist (Green)"
" Latest BT version v5.3 – Fastrack FPods bring you the latest BT version to enjoy seamless and uninterrupted connectivity  
 Extra 40 Hours Playtime – Charge once and enjoy a mega playtime of 40 hours on your Fpods  
 13 mm Dynamic Bass Drivers – Feel the extra bass, crisp clear sound and deep dive into the world of your music  
 ""Quad Mic ENC – Enhanced quad mic ENC for you to enjoy your audio experience to the fullest and superior call quality ""  
 Ultra-Low Latency – Hear the footsteps of your opponents and revolutionize your gaming experience with 50ms ultra low latency  
 3C NitroFast Charge – Charge your buds for 10 min and power your buds for 150 min InstaSync Hall Sensor – Open, Connect, Play with the FPod’s instant pair  
 Voice Assistant – Tap on your buds to activate voice assistant and be a step ahead in the world  ",https://m.media-amazon.com/images/I/41hOU8ivgjL._SX300_SY300_QL70_FMwebp_.jpg,₹899,Fastrack Fpods(New Launch) FX100 Bluetooth TWS In-Ear Earbuds with 40 Hrs Playtime|BT V5.3|13mm Extra Deep Bass Drivers|Quad Mic ENC for Clear Calls|Ultra Low 50ms Latency Gaming Mode|NitroFast Charge
" TruTalk AI-ENC (environmental noise cancellation) TWS wireless headphone ensures your voice is heard loud & clear on calls | Dynamic 13mm drivers ensure high-fidelity stereo sound with deep bass  
 Earbuds with Built-in HD Microphones for stereo calls | 32 Hours Combined playtime with the case | Type-C fast charging | Compact & slim charging case has round edges which are good for grip & storage  
 Dedicated Low-latency Music mode for Enhanced Listening experience | Bluetooth 5.3 Wireless Earphones with fast & stable connection, quick pairing & wide compatibility with smartphones & tabs  
 Lightweight & snug-fit pTron earbuds with precise touch-sensitive sensors (just 4gms each) | Stereo/mono bud capability | In-ear vacuum design for passive noise cancellation | Voice Assist. support  
 Integrated music & call controls | IPX5 water/sweat resistant | Extra Silicone Eartips for every ear-canal size | 1-year manufacturer warranty from the date of purchase on manufacturing defects  ",https://m.media-amazon.com/images/I/310WnnJlnfL._SX300_SY300_QL70_FMwebp_.jpg,₹699,"pTron Bassbuds NX TWS Earbuds with TruTalk AI-ENC Calls, 32H Playtime, Deep Bass, Snug-fit In-Ear Design, HD Mics, Bluetooth 5.3 Wireless Headphone, Voice Assistant, Type-C Fast Charging & IPX5 (Grey)"
" Up to 60-hour playtime: Enjoy uninterrupted music, gaming and calls for up to 60 hours, ensuring extended listening sessions without frequent recharging;Spatial Audio: Immerse yourself in a spatial audio experience that delivers a lifelike gaming soundstage for enhanced audio depth and realism  
 InstachargeTM: Minimize downtime with InstachargeTM, offering 180 minutes of playtime after just a quick 10-minute charge;Gaming Mode with Low Latency: Experience minimal audio delay with gaming mode, achieving low latency as low as 40ms for seamless gameplay audio synchronization  
 IPX5 Water Resistance: Designed to withstand splashes and sweat with an IPX5 water-resistant rating, these buds are suitable for active use and workouts  
 Quad Mic with ENC: Ensure crystal-clear conversations in noisy environments thanks to the quad-mic setup with ENC technology; 10mm Drivers: Immerse yourself in high-quality sound delivered by precision-engineered 10mm drivers, ensuring rich audio performance  
 Control Type: Media Control; Model: Aud-Hdphn-Budscombat-X-Blk  ",https://m.media-amazon.com/images/I/31yl+zhG1NL._SY300_SX300_.jpg,"₹1,599","Noise Newly Launched Buds Combat X In-Ear Truly Wireless Gaming Earbuds with 40ms Low Latency, 60H of Playtime, Spatial Audio, RGB Lights,Instacharge(10 min=180 min),10mm Driver,BT v5.3(Stealth Black)"
" Rockerz 330 Pro offers a massive playback time of up 60HRS on a single full charge  
 This neckband has our ENx technology that helps to capture your voice without background glitches and lets you be heard crystal clear over voice calls, Charging Time : 1 H  
 With our ASAP Charge tech, the neckband can gather up to 20HRS of playtime in just 10Min of charge. Frequency - 20Hz-20000Hz  
 Our boAt Signature sound shines through whenever you want to get indulged in your cherished playlists courtesy the 10mm drivers  
 The ergonomically designed neckband has magnetic earbuds that support easy storage and carry when not in use  
 You can listen to your favourite tracks in a carefree manner, courtesy the protection offered by its IPX5 marked water resistance  
 You can enjoy the advantage of dual pairing by having the neckband stay connected to two devices simultaneously, for eg – you phone and laptop.  
 1 year warranty from the date of purchase.  ",https://m.media-amazon.com/images/I/41NKyWsd9hL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,799","boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Teal Green)"
" World-Leading Digital Active Noise Cancelling (ANC): Advanced noise cancellation technology effectively quells 90% stable low frequency background noise when in noisy environment airplane/subway/car/office/factory/crowd etc.(not 100% sound canceling). ANC works well in both wired and wireless mode. ANC ON, World OFF. To be better and better noise reducing is our goal  
 Elegant Appearance & Tiny Lightweight Folding: Light for head relaxing and portable for traveling storage. Durable headset 0.42 lb ONLY! 100°-120°ear-cups’multi-angle flexible rotation with adjustable headband of 8 levels’size stretch. Ergonomic international standard size  
 Fast Charge & 50+Hours Enjoyment: USB-C Charging 10 minutes to use 2 hours. High efficiency and energy-saving Bluetooth 5.3 to prolong playtime up to 50 hours after 1-2 hours’full charge. Built-in sensitive microphones for easy communication under Bluetooth mode. Support voice control. 3.5mm stereo audio cable as back-up when in low battery. Extra Charging protection especially for high-end cars  
 Ultimate Sound: Clear mega bass from unique designed sound chamber and 40mm HD premium speakers. Professionally stereo drivers’and other frequency bands’improvements make music grace to find the rhythm of your soul. Sometimes quality just needs to be heard  
 Superior Comfort: Extremely comfortable memory protein leather with skin-friendly breathable feel. Exclusive Designs of Air Pressure Balance to reduce sound wave pressure of active noise reduction. Wearing much more comfortable than all other brands. Designed in Japan  ",https://m.media-amazon.com/images/I/41UBiWvXd+L._SY300_SX300_.jpg,"₹8,999","Srhythm NC35 Noise Cancelling Headphones Wireless Bluetooth 5.3, Fast Charge Over-Ear Lightweight Headset with Microphones, Mega Bass 50+ Hours’ Playtime"
" Powerful Bass: soundcore P25i true wireless earbuds have oversized 10mm drivers that deliver powerful sound with boosted bass so you can lose yourself in your favorite songs.  
 Personalized Listening Experience: Use the soundcore app to customize the controls and choose from 22 EQ presets or use white noise for improving focus  
 Long Playtime, Fast Charging: Get 10 hours of battery life on a single charge with a case that extends it to 30 hours. If P25i true wireless earbuds are low on power, a quick 10-minute charge will give you 2 hours of playtime.  
 AI-Enhanced Clear Calls: 2 built-in mics and an AI algorithm work together to pick up your voice so that you never have to shout over the phone.  
 IPX5 Water-Resistant: Wear soundcore P25i true wireless earbuds during workouts or even in the rain. They are protected against splashes of water, so you can keep playing in any condition  
 Portable On-the-Go Design: soundcore P25i true wireless earbuds and the charging case are compact and lightweight with a lanyard attached. It's small enough to slip in your pocket, or clip on your bag or keys–so you never worry about space.  
 With ""Find My Earbuds"", a lost earbud can emit noise to help you locate it.  ",https://m.media-amazon.com/images/I/41mH7qAr+3L._SY300_SX300_.jpg,"₹1,799","soundcore by Anker Life P25i Bluetooth TWS in ear Earbuds , Black"
" Soundcore is Anker’s audio brand, our signature sound is loved by 10 million+ people around the world.  
 Hi-Res Certified Sound: The Hi-Res logo is a guarantee of exceptional audio quality, awarded to audio devices capable of producing a highly accurate representation of what the artist intended to be heard. Unlike ordinary headphones, Life Q10 delivers sound up to 40 kHz for the richest listening experience.  
 BassUp: Our exclusive BassUp technology analyzes your audio’s low frequencies in real-time and instantly increases the bass. Combined with oversized 40mm dynamic drivers, bass power is boosted up to 100%. A button on the right earcup of the wireless over ear headphones activates BassUp.  
 60-Hour Playtime*: An advanced Bluetooth chip with reduced power draw combines with Anker’s world-renowned power technology to offer enormous playtime, even for wireless over ear headphones. Listen for 2 hours a day for an entire month.  
 Fast-Charging: In a rush? Charge Life Q20i wireless over ear headphones for 5 minutes and listen for up to 5 hours. With a USB-C charging port for charging convenience and expanded compatibility.  ",https://m.media-amazon.com/images/I/418YRBKjUnL._SX300_SY300_QL70_ML2_.jpg,"₹4,799","soundcore Anker Soundcore Life Q20I Wireless Bluetooth Headphones, Over Ear, Foldable, Hi-Res Certified Sound, 60-Hour Playtime, Fast Usb-C Charging Wtih Deep Bass"
" 45Hrs Playtime - With the incredible 45 Hours Playtime included in X10 Pro, you’ll never have to worry about getting bored.  
 Low Latency Gaming Mode: Immerse yourself in the unparalleled world of gaming with the combat gaming mode, offering an ultra-low latency of just 50ms for a lag-free and responsive gameplay like never before.  
 Crystal Clear Calling ENC Mic: Stay connected with crystal-clear calling at your fingertips, thanks to the ZEN Quad Mic ENC.  
 Perfectly Balanced Audio: Enjoy every beat and note with the 10mm BoomX drivers that deliver a dynamic and immersive audio experience, ensuring you never miss a single detail of your favorite music or movies.  
 Easy Pairing: Experience lightning-fast pairing with the Bluetooth 5.3 Blink & Pair technology, enabling instant and seamless connections.  
 Type-C Fast Charging: Say goodbye to downtime and keep the music flowing with the Lightning Boult fast charging technology, providing up to 150 minutes of playtime with just a quick 10-minute charge.  
 Sweat Resistant: The Boult X10 Pro earbuds feature IPX5 water resistance, ensuring protection from splashes and spills, making them your perfect companion for workouts, outdoor adventures, and daily commutes.  ",https://m.media-amazon.com/images/I/41Rtt1CFMDL._SY300_SX300_.jpg,₹799,"Boult Audio X10 Pro TWS Earbuds with 45H Playtime, Quad Mic Clear Calling, 50ms Xtreme Low Latency Gaming, 10mm Rich Bass Driver, Type-C Fast Charging, IPX5, 5.3 Bluetooth Wireless Ear Buds (Green)"
" ACTIVE NOISE CANCELLATION Headphones with upto 50 Hours of playtime. Turn ON Active Noise Cancellation (ANC) and enjoy music upto 35 hours wirelessly and with ANC Off play upto 50 Hours via Bluetooth.;JBL PURE BASS SOUND: Enjoy Pristine Quality Audio with Punching Bass that is Deep and Powerful.  
 UP TO 50 HOURS PLAYTIME: Listen wirelessly for up to 35 hours with Active Noise Cancellation or up to 50 hours without Noise Cancellation for long-lasting fun. Recharge the battery quickly in 2 hours or enjoy endlessly in wired mode using the detachable AUX cable provided;GOOGLE FAST PAIR: Thanks to Fast Pair enabled by Google, the JBL Tune 760NC are immediately connected to your Android device. You can also pair multiple devices just by tapping on the devices’ screen.  
 DUAL PAIRING (MULTI-POINT CONNECTION): Allows you to effortlessly switch from one Bluetooth device to another. You can simply switch from a video on your tablet to a call on your mobile phone so that you’ll never miss a call.;MICROPHONE AND REMOTE FOR EASY MUSIC MANAGEMENT: Easily control your music, manage your calls and trigger voice assistants from your headset with the buttons on your earcup.  
 LIGHTWEIGHT AND FLAT FOLDABLE DESIGN: Lightweight and compact foldable design makes these headphones always ready to travel everywhere you go.; What's in the box : 1 unit of JBL TUNE 760NC Headphones, 1 unit of Type-C Charging cable, 1 unit of Detachable audio cable, Quick Start Guide, Warning card, Warranty card and Safety Sheet  
 Control Type: Volume Control; Model: Jblt760ncwht  ",https://m.media-amazon.com/images/I/21arIFSkKjL._SY300_SX300_.jpg,"₹4,999","JBL Tune 760NC, Wireless Over Ear Active Noise Cancellation Headphones with Mic, Upto 50 Hours Playtime, Multi-Device Connectivity, Pure Bass, AUX & Voice Assistant Support for Mobile Phones (White)"
" pTron Tangent Duo Bluetooth headphones neckband delivers up to 24 hours of Music playback time on a single charge. Thanks to its fast charging, a 10min charge can provide up to 3 hours of playtime.  
 Large 13mm dynamic drivers ensure an immersive stereo sound experience with deep bass and an in-line HD microphone for a crystal-clear calling experience.  
 Attractive ergonomics with a lightweight sturdy built (just 26gms); Bluetooth headphone with mic comes with Bluetooth 5.2 for seamless 10mtrs connectivity, quick pairing, and broad compatibility.  
 Comfortable in-ear buds for snug-fit & passive noise cancellation; Magnetic locking earbuds; Instant access to the voice assistant; IPX4 water & sweat-resistant for indoor/outdoor use; Type-C Charging  
 Easy In-line music & call controls; Large capacity Built-in rechargeable 200mAh battery; 6 months manufacturer warranty from the date of purchase on manufacturing defects only  
 Caution: Using incompatible USB cable or high voltage chargers can damage the product & void the product warranty. We strongly recommend using DC5V-1A chargers & the USB cable included in the package.  ",https://m.media-amazon.com/images/I/41zjAdksjDL._SX300_SY300_QL70_FMwebp_.jpg,₹499,"pTron Tangent Duo Bluetooth 5.2 Wireless in Ear Headphones, 13mm Driver, Deep Bass, HD Calls, Fast Charging Type-C Neckband, Dual Pairing, Voice Assistant & IPX4 Water Resistant (Black/Green)"
" Outstanding call quality: High-quality omnidirectional microphone and 11 mm dynamic speaker ensure clearer conversations in any environment - with one-button call and power control, Charging Time: Approx 2 hours.  
 Comfortable headset with durable design: Ergonomically shaped and lightweight for superior all-day comfort - easy adjustment to fit right or left ear  
 Reliable performance: Up to 9 hrs of battery life, 10 days of standby time - Talk 25 SE can be used within a 100m wireless range of your Bluetooth device or smartphone  
 More flexibility: Automatic voice notification advises when the device needs to be recharged - stream music, podcasts and GPS directions - stay connected to two devices at once with Bluetooth 5.0  
 In the box: 1x Jabra Talk 25 SE Mono Bluetooth Headset with Mic, Micro USB Charging Cable, Ear Hook, 3 sets of EarGels, Headset weight: 8.6 g / 0.30 oz, Colour: Black  ",https://m.media-amazon.com/images/I/31TksdzPMLL._SY300_SX300_.jpg,"₹2,399","Jabra Talk 25 SE Mono Bluetooth Wireless in Ear Earphones, Wireless Single Ear Headset with Mic, Media Streaming and up to 9 Hours Talk Time - Black"
" TWS earbuds with Large 13mm Dynamic Driver to produce Immersive Stereo Sound & Deep Bass | Smart Touch controls & 32 Hours of non-stop Combined Playtime with the charging case  
 Ergonomic & Lightweight Wireless Earbuds with Ergo-Fit Design | Built-in HD Mic for Clear Call Quality | Passive Noise Cancellation, IPX4 Water/Sweatproof & Instant Access to Device's Voice Assistant  
 Connect, Auto Re-connect & Widely with Compatible Smartphones, Tablets, and other Bluetooth Smart Devices.  
 Easy Touch Controls to Manage Music/Calls | Stereo & Mono Bud Capability | Compact & Lightweight On-the-go Charging Case for Extended Playtime | Type-C Charging & 1-1.5Hrs Charge Time  
 S/M/L Soft Silicone Eartips for Every Ear Canal Size | 1-year manufacturer warranty from the date of purchase on manufacturing defects only.  ",https://m.media-amazon.com/images/I/31-dBgx4MAL._SX300_SY300_QL70_FMwebp_.jpg,₹799,"pTron Bassbuds Duo in-Ear Wireless Earbuds, Immersive Sound, 32Hrs Playtime, Clear Calls TWS Earbuds, Bluetooth V5.1 Headphones, Type-C Fast Charging, Voice Assistant & Ipx4 Water Resistant (Grey)"
" UNIVERSALLY FITTED DESIGN: 180° adjustable ear hook design allows it to fit snugly on both left & right ears. It creates a gentle seal in your ear and offers crystal clear listening experience  
 UNBEATABLE BATTERY BACKUP: Equipped with a 250mAh battery that enables you to enjoy 55 hours of wireless freedom in a single charge of 1.5 to 2 hours. It will never let you run out of charge  
 FAST & STABLE PAIRING: Latest Bluetooth 5.0 technology offers high compatibility with all Bluetooth supported device. It offers one step paring & uninterrupted connection with an effective range of 10 meter  
 COMFORTABLE & SECURE FIT: A featherweight (18gm) wireless earpiece fits gently on your ear & provide superior comfort. It won't fall out & stay comfortable for long hours  
 CLEAR & NATURAL SOUND: Equipped with 6mm dynamic drivers & inbuilt microphone for crystal clear sound and broadcasting your speech clearly even in the noisy or driving environment  ",https://m.media-amazon.com/images/I/31iK67H1fHL._SY300_SX300_.jpg,₹499,"HOPPUP Rush Mono Bluetooth Earphone with 55 Hours handsfree Calling, 180° Left Right Rotation, Bluetooth 5.0 Technology, Built in mic (Black)"
" ✅30 hours of total playtime: Mammoth battery power makes the Rcharge Neckband stop at nothing.  
 ✅10 mins charge = 12Hrs playtime. Lightning Boult Type-C fast charging makes this possible, getting your neckband ready in no time.  
 ✅Zen Mode: The Environmental Noise Cancellation mode wards off unwanted noise, making your calls crystal clear.  
 ✅50ms Low latency gaming mode: Have an uninterrupted gaming experience with no lags  
 ✅10mm BoomX tech drivers deliver deep, dynamic bass that adds the much-needed thrill to your entertainment.  
 ✅Sweat Resistant: The Boult RCharge wireless earphones feature IPX5 water resistance, ensuring protection from splashes and spills, making them your perfect companion for workouts, outdoor adventures, and daily commutes.  
 ✅Dual Pairing: Enjoy the convenience of working and gaming while on the move. Through the use of Dual Pairing, you can connect many devices all at once and work seamlessly.  ",https://m.media-amazon.com/images/I/419hDRpcr5L._SY300_SX300_.jpg,₹799,"Boult Audio RCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 30H Playtime, 50ms Low Latency Gaming Mode, Dual Pairing, Type-C Fast Charging (10Min=12Hrs), 10mm Bass Drivers Neckband (Blue)"
" Maximum audio resolution with Sennheiser Signature Sound: Enjoy premium music quality all-day long thanks to the headphone's audiophile-inspired 42mm transducer system and aptX Adaptive.  
 Personalized sound via the Sennheiser Smart Control App: Adjust the sound to your individual listening preferences via the integrated equalizer, presets and sound modes - for a unique sound experience.  
 Stay immersed in your music: Thanks to the headphone's Adaptive Noise Cancellation, you stay distraction-free - and with the Adjustable Transparency Mode you stay in touch with the world around you.  
 Exceptional comfort and long battery life: Lightweight, foldable design with padded headband and deeply cushioned ear pads for long-lasting comfort - up to 60 hours of playback time with fast charging.  
 Crystal-clear calls: The four digital beamforming microphones ensure high-quality voice pick-up and automatically suppress wind noise for optimized calls and easier access to the voice assistant.  ",https://m.media-amazon.com/images/I/31bEZjc335L._SY300_SX300_.jpg,"₹26,990","Sennheiser Momentum 4 Wireless Over Ear Headphones, Bluetooth Adaptive Noise Cancelling-ANC & Customizable Sound, 4 Digital Mics for Crystal-Clear Calls,60h Battery, 2 Yr Warranty, Denim"
" UNIVERSALLY FITTED DESIGN: 180° adjustable ear hook design allows it to fit snugly on both left & right ears. It creates a gentle seal in your ear and offers crystal clear listening experience  
 UNBEATABLE BATTERY BACKUP: Equipped with a 250mAh battery that enables you to enjoy 55 hours of wireless freedom in a single charge of 1.5 to 2 hours. It will never let you run out of charge  
 FAST & STABLE PAIRING: Latest Bluetooth 5.0 technology offers high compatibility with all Bluetooth supported device. It offers one step paring & uninterrupted connection with an effective range of 10 meter  
 COMFORTABLE & SECURE FIT: A featherweight (18gm) wireless earpiece fits gently on your ear & provide superior comfort. It won't fall out & stay comfortable for long hours  
 CLEAR & NATURAL SOUND: Equipped with 6mm dynamic drivers & inbuilt microphone for crystal clear sound and broadcasting your speech clearly even in the noisy or driving environment  ",https://m.media-amazon.com/images/I/31iK67H1fHL._SX300_SY300_QL70_FMwebp_.jpg,₹499,"HOPPUP Rush Mono Bluetooth Earphone with 55 Hours handsfree Calling, 180° Left Right Rotation, Bluetooth 5.0 Technology, Built in mic (Black)"
" DESIGNED FOR KIDS - Keep your kids ears comfortable and protected with these premium on-ear Bluetooth headphones. Featuring a soft, adjustable headband and small cushion cups, SoundForm Mini provides your child a far better fit than ear buds or adult headphones  
 SAFE LISTENING VOLUME - Built with a responsible max listening volume of 85dB, the SoundForm Mini Bluetooth headset keeps kids ears safe even during longer listening sessions  
 ALL DAY USE - With a built-in microphone, Bluetooth range of up to 30ft (10M), and a 28-30 hour battery life these wireless headphones are designed to keep up with your child all day  
 KID FRIENDLY CONTROLS - Little ones won’t need any help setting up or using their Bluetooth headphones, thanks to simple touch controls for play/pause, volume control and Bluetooth pairing to iPhones, iPads, FireTablets or other compatible devices  
 OOPS PROOF MATERIALS - These kids Bluetooth headphones are durability tested to withstand spills, and accidents for up to 2-years  ",https://m.media-amazon.com/images/I/31hzgygM9aL._SY300_SX300_.jpg,"₹2,499",Belkin SoundForm Mini On-Ear Wireless Bluetooth Headphones for Kids with Built in Microphone - Pink
" pTron Tangent Duo Bluetooth headphones neckband delivers up to 24 hours of Music playback time on a single charge. Thanks to its fast charging, a 10min charge can provide up to 3 hours of playtime.  
 Large 13mm dynamic drivers ensure an immersive stereo sound experience with deep bass and an in-line HD microphone for a crystal-clear calling experience.; Attractive ergonomics with a lightweight sturdy built (just 26gms); Bluetooth headphone with mic comes with Bluetooth 5.2 for seamless 10mtrs connectivity, quick pairing, and broad compatibility.  
 Comfortable in-ear buds for snug-fit & passive noise cancellation; Magnetic locking earbuds; Instant access to the voice assistant; IPX4 water & sweat-resistant for indoor/outdoor use; Type-C Charging  
 Easy In-line music & call controls; Large capacity Built-in rechargeable 200mAh battery; 6 months manufacturer warranty from the date of purchase on manufacturing defects only  
 Battery Average Life: 24 hours  ",https://m.media-amazon.com/images/I/41qKOBzFbSL._SX300_SY300_QL70_FMwebp_.jpg,₹499,"pTron Tangent Duo Bluetooth 5.2 Wireless in-Ear Headphones, 13mm Driver, Deep Bass, HD Calls, Fast Charging Type-C Wireless Neckband, Dual Pairing, Voice Assistant & IPX4 Water Resistant (Red/Black)"
" Maximum audio resolution with Sennheiser Signature Sound: Enjoy premium music quality all-day long thanks to the headphone's audiophile-inspired 42mm transducer system and aptX Adaptive.  
 Personalized sound via the Sennheiser Smart Control App: Adjust the sound to your individual listening preferences via the integrated equalizer, presets and sound modes - for a unique sound experience.  
 Stay immersed in your music: Thanks to the headphone's Adaptive Noise Cancellation, you stay distraction-free - and with the Adjustable Transparency Mode you stay in touch with the world around you.  
 Exceptional comfort and long battery life: Lightweight, foldable design with padded headband and deeply cushioned ear pads for long-lasting comfort - up to 60 hours of playback time with fast charging.  
 Crystal-clear calls: The four digital beamforming microphones ensure high-quality voice pick-up and automatically suppress wind noise for optimized calls and easier access to the voice assistant.  ",https://m.media-amazon.com/images/I/31bEZjc335L._SY300_SX300_.jpg,"₹26,990","Sennheiser Momentum 4 Wireless Over Ear Headphones, Bluetooth Adaptive Noise Cancelling-ANC & Customizable Sound, 4 Digital Mics for Crystal-Clear Calls,60h Battery, 2 Yr Warranty, Denim"
" pTron Tangent Duo Bluetooth headphones neckband delivers up to 24 hours of Music playback time on a single charge. Thanks to its fast charging, a 10min charge can provide up to 3 hours of playtime.  
 Large 13mm dynamic drivers ensure an immersive stereo sound experience with deep bass and an in-line HD microphone for a crystal-clear calling experience.; Attractive ergonomics with a lightweight sturdy built (just 26gms); Bluetooth headphone with mic comes with Bluetooth 5.2 for seamless 10mtrs connectivity, quick pairing, and broad compatibility.  
 Comfortable in-ear buds for snug-fit & passive noise cancellation; Magnetic locking earbuds; Instant access to the voice assistant; IPX4 water & sweat-resistant for indoor/outdoor use; Type-C Charging  
 Easy In-line music & call controls; Large capacity Built-in rechargeable 200mAh battery; 6 months manufacturer warranty from the date of purchase on manufacturing defects only  
 Battery Average Life: 24 hours  ",https://m.media-amazon.com/images/I/41qKOBzFbSL._SX300_SY300_QL70_FMwebp_.jpg,₹499,"pTron Tangent Duo Bluetooth 5.2 Wireless in-Ear Headphones, 13mm Driver, Deep Bass, HD Calls, Fast Charging Type-C Wireless Neckband, Dual Pairing, Voice Assistant & IPX4 Water Resistant (Red/Black)"
" 13mm Dynamic Drivers Deliver Immersive Audio Experience with Deep Bass | Enhanced Call Quality with TruTalk AI-ENC & Built-in HD Mics for Cleared Calls | Enjoy 38H of Combined Playback Time with Case  
 Enjoy Music in Natural Sound Quality and Movies with Zero Lag through 50ms Music/Movie Modes | Bluetooth V5.3 Provides Quick Pairing, Stable Connection, Auto-reconnect & Wide Device Compatibility  
 Comfortable & Lightweight In-Ear Wireless Headphones | Snug-Fit Earbuds Minimises External Noises Getting into Your Ears | Manage Music/Calls Smoothly thru Touch | IPX5 Water & Sweat Resistance  
 Stereo/Mono Earbud Use | Awake Your Phone's Voice Assistant Instantly | Compact Charging Case for Extended Playback Time & Type-C Port for Fast Charging | DC5V-1A max. Charging Current  
 S/M/L Size Eartips Included for a Perfect Ear Canal Fit | 1-year manufacturer warranty on manufacturing defects only from the date of purchase  ",https://m.media-amazon.com/images/I/41cIH5QdNLL._SY300_SX300_.jpg,₹899,"pTron Newly Launched Bassbuds Duo Pro TWS Earbuds, TruTalk AI-ENC Calls, 38H Playtime, Deep Bass, 50ms Movie/Music Modes, In-Ear Bluetooth 5.3 Headphones with HD Mic,Fast Type-C Charging & IPX5(Black)"
" Maximum audio resolution with Sennheiser Signature Sound: Enjoy premium music quality all-day long thanks to the headphone's audiophile-inspired 42mm transducer system and aptX Adaptive.; Personalized sound via the Sennheiser Smart Control App: Adjust the sound to your individual listening preferences via the integrated equalizer, presets and sound modes - for a unique sound experience.  
 Stay immersed in your music: Thanks to the headphone's Adaptive Noise Cancellation, you stay distraction-free - and with the Adjustable Transparency Mode you stay in touch with the world around you.  
 Exceptional comfort and long battery life: Lightweight, foldable design with padded headband and deeply cushioned ear pads for long-lasting comfort - up to 60 hours of playback time with fast charging.  
 Crystal-clear calls: The four digital beamforming microphones ensure high-quality voice pick-up and automatically suppress wind noise for optimized calls and easier access to the voice assistant.  
 Model: 509266  ",https://m.media-amazon.com/images/I/3150rtq1LHL._SY300_SX300_.jpg,"₹27,990","Sennheiser Momentum 4 Wireless Over Ear Headphones, Bluetooth Adaptive Noise Cancelling-ANC & Customizable Sound, 4 Digital Mics for Crystal-Clear Calls,60h Battery, 2 Yr Warranty, Black"
" TWS earbuds with Large 13mm Dynamic Driver to produce Immersive Stereo Sound & Deep Bass | Smart Touch controls & 32 Hours of non-stop Combined Playtime with the charging case  
 Ergonomic & Lightweight Wireless Earbuds with Ergo-Fit Design | Built-in HD Mic for Clear Call Quality | Passive Noise Cancellation, IPX4 Water/Sweatproof & Instant Access to Device's Voice Assistant  
 Connect, Auto Re-connect & Widely with Compatible Smartphones, Tablets, and other Bluetooth Smart Devices.; Easy Touch Controls to Manage Music/Calls | Stereo & Mono Bud Capability | Compact & Lightweight On-the-go Charging Case for Extended Playtime | Type-C Charging & 1-1.5Hrs Charge Time  
 S/M/L Soft Silicone Eartips for Every Ear Canal Size | 1-year manufacturer warranty from the date of purchase on manufacturing defects only.  
 Control Type: Call Control  ",https://m.media-amazon.com/images/I/41FUBrQaxVL._SY300_SX300_.jpg,₹799,"pTron Bassbuds Duo in-Ear Wireless Earbuds, Immersive Sound, 32Hrs Playtime, Clear Calls TWS Earbuds, Bluetooth V5.1 Headphone, Type-C Fast Charging, Voice Assist & IPX4 Water Resistant (Blue Matt)"
